name	source	genomospecies	contigs	genome size (Mbp)	N50 length (bp)	N90 length (bp)	max	GC content	completeness	contamination	QS	quality level	phylum	class	order	family	genus	species
d5F.bin.25	MAG	No	226	1.40	 7,195 	 3,189 	 50,106 	41.16	71.72	0.08	71.32	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E bromii_B
d5F.bin.29	MAG	Yes	67	2.60	 49,193 	 23,951 	 126,748 	48.97	97.75	0.53	95.10	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q fessum
d5F.bin.31	MAG	Yes	97	2.80	 48,271 	 14,754 	 155,356 	28.92	98.02	2.92	83.42	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus intestinalis
d5F.bin.33	MAG	Yes	71	1.64	 35,849 	 12,808 	 81,823 	35.75	91.30	0.27	89.95	High-quality	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Ezakiella	s__Ezakiella coagulans
d5F.bin.38	MAG	No	167	3.65	 33,212 	 10,064 	 162,511 	41.84	77.84	4.12	57.24	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola vulgatus
d5F.bin.42	MAG	No	372	2.77	 9,234 	 3,870 	 29,309 	45.74	71.33	2.14	60.63	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides merdae
d5F.bin.47	MAG	Yes	134	2.90	 46,358 	 9,444 	 195,451 	38.14	87.48	2.52	74.88	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella sp900066545
d5F.bin.52	MAG	Yes	92	2.16	 35,510 	 13,172 	 79,655 	33.55	96.20	0.68	92.80	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacterium	s__Amedibacterium intestinale
d5F.bin.53	MAG	Yes	96	2.51	 40,447 	 14,062 	 163,437 	28.98	92.76	0.13	92.11	High-quality	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A mortiferum
d5F.bin.60	MAG	Yes	215	1.39	 7,338 	 3,695 	 21,706 	53.40	71.43	0.12	70.83	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas asaccharolytica
d5F.bin.77	MAG	Yes	172	3.22	 28,499 	 9,231 	 89,813 	40.52	85.21	0.54	82.51	Medium-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola
d5F.bin.78	MAG	No	250	1.48	 7,691 	 2,906 	 48,855 	37.90	71.46	2.34	59.76	Medium-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacillus	s__Amedibacillus dolichus
d5F.bin.90	MAG	No	19	1.99	 188,323 	 46,719 	 421,992 	35.99	71.70	0.13	71.05	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira rogosae
d5G.bin.13	MAG	Yes	123	2.47	 30,707 	 8,893 	 208,406 	62.93	98.01	0.99	93.06	High-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium falsenii
d5G.bin.16	MAG	No	378	1.85	 5,445 	 2,723 	 34,440 	38.58	76.65	1.20	70.65	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B faecium
d5G.bin.2	MAG	Yes	143	2.82	 37,624 	 8,689 	 121,719 	46.18	96.41	0.05	96.16	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas avistercoris
d5G.bin.20	MAG	No	334	1.99	 7,743 	 2,903 	 33,642 	60.27	77.50	2.45	65.25	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter stercoravium
d5G.bin.24	MAG	No	98	2.92	 55,326 	 17,335 	 110,959 	49.04	84.70	3.24	68.50	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115
d5G.bin.34	MAG	No	62	1.98	 51,267 	 14,430 	 156,620 	61.61	78.42	0.38	76.52	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avicola
d5H.bin.7	MAG	No	255	1.84	 9,710 	 3,228 	 44,991 	36.29	83.31	2.99	68.36	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
d5L.bin.17	MAG	Yes	223	2.00	 12,405 	 3,980 	 42,688 	56.23	85.94	0.98	81.04	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia sp002418375
d5L.bin.6	MAG	No	123	1.23	 13,893 	 4,505 	 71,969 	42.65	70.59	0.46	68.29	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus saerimneri
d7B.bin.13	MAG	No	455	2.06	 5,111 	 2,426 	 29,457 	32.74	78.34	0.82	74.24	Medium-quality	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Mammaliicoccus	s__Mammaliicoccus sciuri
d7B.bin.23	MAG	No	108	1.84	 24,426 	 8,991 	 96,968 	39.04	99.32	4.82	75.22	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d7B.bin.37	MAG	No	160	1.81	 17,739 	 5,124 	 62,591 	34.35	93.13	4.63	69.98	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
d7B.bin.44	MAG	No	218	1.37	 7,359 	 3,243 	 36,420 	39.76	71.30	1.25	65.05	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus urinaeequi
d7B.bin.6	MAG	No	299	2.19	 9,174 	 3,693 	 33,243 	44.00	77.85	1.67	69.50	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C diestrammenae_A
d7E.bin.18	MAG	Yes	428	2.60	 7,436 	 2,944 	 43,310 	32.49	87.90	1.64	79.70	Medium-quality	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Mammaliicoccus	s__Mammaliicoccus sciuri
d7E.bin.23	MAG	Yes	262	1.75	 8,243 	 3,338 	 54,153 	36.04	83.76	1.86	74.46	Medium-quality	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Salinicoccaceae	g__Jeotgalicoccus	s__Jeotgalicoccus meleagridis
d7E.bin.37	MAG	Yes	665	2.60	 4,003 	 2,401 	 17,777 	72.09	82.01	1.59	74.06	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium paraconglomeratum
d7E.bin.8	MAG	No	230	1.74	 8,974 	 3,768 	 60,859 	54.90	70.85	1.75	62.10	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium stationis
d7E.bin.9	MAG	No	118	1.28	 15,668 	 5,192 	 57,540 	38.83	77.81	0.30	76.31	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d7F.bin.2	MAG	No	75	3.23	 66,202 	 22,048 	 190,863 	51.01	72.81	0.00	72.81	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d7H.bin.18	MAG	Yes	141	2.30	 26,762 	 7,883 	 76,694 	61.16	91.20	0.46	88.90	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avicola
d7H.bin.22	MAG	No	235	1.07	 4,973 	 2,697 	 15,512 	39.35	74.75	2.33	63.10	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus coleohominis
d7H.bin.28	MAG	No	149	2.33	 24,061 	 7,355 	 71,509 	54.04	91.10	0.31	89.55	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Anaeromassilibacillus	s__Anaeromassilibacillus stercoravium
d7H.bin.30	MAG	No	243	3.04	 18,626 	 5,565 	 75,620 	47.23	99.57	3.47	82.22	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter sp019418195
d7H.bin.38	MAG	No	81	1.99	 37,989 	 10,437 	 94,393 	65.93	72.59	0.34	70.89	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoravium
d7H.bin.41	MAG	Yes	44	2.29	 97,065 	 25,020 	 248,404 	56.04	99.70	0.06	99.40	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Heritagella	s__Heritagella intestinalis
d7H.bin.47	MAG	No	361	2.14	 6,689 	 3,190 	 28,514 	51.47	77.83	2.99	62.88	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter caccavium
d7H.bin.8	MAG	Yes	181	2.88	 22,927 	 7,077 	 92,638 	64.38	90.94	0.36	89.14	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor avistercoris
d7J.bin.10	MAG	Yes	52	3.26	 121,098 	 28,766 	 227,162 	40.38	99.99	0.48	97.59	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D gallinarum
d7J.bin.11	MAG	Yes	155	2.67	 28,133 	 7,246 	 118,422 	62.84	91.66	4.93	67.01	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter pullicola
d7J.bin.18	MAG	Yes	95	3.49	 69,153 	 16,552 	 171,889 	49.31	94.73	0.15	93.98	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Limivivens	s__Limivivens merdigallinarum
d7J.bin.22	MAG	Yes	254	1.61	 7,735 	 3,278 	 33,839 	60.95	84.28	0.96	79.48	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia sp944328405
d7J.bin.30	MAG	No	416	2.29	 6,660 	 2,870 	 22,409 	63.08	86.84	3.08	71.44	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp900545895
d7J.bin.32	MAG	Yes	95	2.13	 40,514 	 8,728 	 143,440 	58.39	79.37	2.12	68.77	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter pullicola
d7J.bin.38	MAG	Yes	150	2.06	 21,455 	 6,478 	 98,405 	61.59	96.94	0.33	95.29	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d7J.bin.40	MAG	Yes	78	1.66	 34,621 	 9,442 	 234,203 	59.20	82.83	0.00	82.83	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia sp017886545
d7J.bin.43	MAG	Yes	324	3.22	 14,250 	 4,436 	 70,564 	51.26	87.47	1.89	78.02	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster excrementigallinarum
d7J.bin.47	MAG	No	256	3.11	 19,963 	 5,000 	 91,402 	31.14	100.00	2.48	87.60	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d7J.bin.48	MAG	Yes	46	2.16	 65,180 	 22,549 	 138,206 	57.15	82.32	0.22	81.22	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus faecipullorum
d7J.bin.54	MAG	Yes	42	3.25	 105,069 	 45,950 	 342,215 	48.95	95.70	0.01	95.65	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__Choladousia intestinavium
d7J.bin.57	MAG	Yes	97	3.52	 72,228 	 17,420 	 235,729 	44.75	99.92	0.00	99.92	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia ornithocaccae
d7J.bin.59	MAG	Yes	88	3.41	 58,991 	 19,182 	 342,583 	50.64	91.99	1.02	86.89	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma faecalis
d7J.bin.6	MAG	No	203	2.06	 14,764 	 4,690 	 59,301 	60.34	92.68	0.01	92.63	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter stercoravium
d7J.bin.69	MAG	Yes	230	1.52	 7,554 	 3,445 	 30,748 	52.08	76.58	1.08	71.18	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Solibaculum	s__Solibaculum sp904397895
d7J.bin.8	MAG	Yes	33	2.57	 98,771 	 44,391 	 272,284 	52.99	89.25	0.61	86.20	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__HGM12545	s__HGM12545 sp900761925
d7K.bin.2	MAG	Yes	151	2.43	 26,921 	 7,190 	 88,801 	45.08	75.65	0.17	74.80	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__UBA866 sp904384225
d7K.bin.29	MAG	Yes	130	2.55	 32,630 	 9,022 	 88,521 	59.21	97.17	1.10	91.67	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum stercoravium
d7K.bin.3	MAG	Yes	101	1.61	 24,706 	 7,010 	 80,597 	51.54	95.96	0.00	95.96	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Alloclostridium	s__Alloclostridium intestinigallinarum
d7K.bin.34	MAG	Yes	447	3.05	 9,218 	 2,936 	 37,250 	65.46	87.32	3.88	67.92	Medium-quality	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Rubneribacter	s__Rubneribacter badeniensis
d7K.bin.36	MAG	Yes	207	1.46	 9,260 	 3,457 	 29,625 	51.49	87.29	0.01	87.24	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma stercorigallinarum
d7K.bin.40	MAG	Yes	61	3.21	 69,160 	 27,953 	 230,471 	50.82	85.80	0.02	85.70	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Egerieimonas_A	s__Egerieimonas_A faecigallinarum
d7K.bin.44	MAG	Yes	46	2.79	 94,574 	 30,073 	 194,224 	47.12	82.92	0.06	82.62	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter sp019418195
d7K.bin.49	MAG	Yes	39	2.48	 104,506 	 38,245 	 246,378 	61.20	96.10	0.00	96.10	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter ornithocaccae
d7K.bin.51	MAG	Yes	198	3.02	 27,470 	 6,274 	 103,125 	28.41	97.85	1.81	88.80	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia spiroformis
d7K.bin.55	MAG	Yes	327	2.63	 10,263 	 3,959 	 40,658 	46.46	91.81	0.44	89.61	High-quality	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__Ornithomonoglobus	s__Ornithomonoglobus sp904420525
d7K.bin.7	MAG	No	423	2.45	 7,031 	 2,898 	 44,742 	31.20	84.58	4.91	60.03	Medium-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d7L.bin.17	MAG	No	50	1.77	 57,420 	 18,034 	 170,025 	54.13	96.74	2.15	85.99	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__Ornithoclostridium excrementipullorum
d7L.bin.32	MAG	No	227	2.18	 11,789 	 5,206 	 41,126 	56.87	85.32	4.75	61.57	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus faecipullorum
d7L.bin.33	MAG	No	34	1.60	 74,161 	 21,608 	 144,817 	51.67	85.01	0.21	83.96	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma stercorigallinarum
d7L.bin.34	MAG	Yes	341	3.61	 14,838 	 4,936 	 55,446 	52.86	96.23	4.16	75.43	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella intestinigallinarum
d7L.bin.52	MAG	No	55	2.03	 46,646 	 25,343 	 120,012 	46.17	82.75	0.00	82.75	Medium-quality	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__Ornithomonoglobus	s__Ornithomonoglobus sp904420525
d7L.bin.53	MAG	Yes	295	2.81	 13,055 	 4,773 	 56,903 	48.46	85.20	4.42	63.10	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter vanvlietii
d7L.bin.56	MAG	Yes	221	2.61	 17,112 	 5,377 	 75,394 	51.32	83.26	3.80	64.26	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Gallacutalibacter_A	s__Gallacutalibacter_A stercoravium
d7L.bin.61	MAG	No	465	2.55	 6,297 	 2,891 	 32,450 	44.49	72.39	2.98	57.49	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia ornithocaccae
d7L.bin.63	MAG	No	179	2.46	 21,387 	 5,957 	 77,833 	31.19	100.00	1.44	92.80	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d7L.bin.65	MAG	No	41	1.73	 59,185 	 24,743 	 257,588 	51.24	94.16	0.25	92.91	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Alloclostridium	s__Alloclostridium intestinigallinarum
d7L.bin.74	MAG	No	122	2.11	 25,853 	 9,065 	 70,254 	61.81	90.76	1.47	83.41	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d7L.bin.80	MAG	Yes	61	1.67	 39,240 	 15,376 	 96,578 	51.90	94.06	0.79	90.11	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma stercoravium
d7L.bin.89	MAG	Yes	52	2.09	 55,516 	 23,335 	 186,842 	49.95	85.74	0.32	84.14	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium merdavium
d7L.bin.91	MAG	Yes	94	3.08	 58,555 	 17,416 	 184,393 	46.37	95.10	3.52	77.50	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A intestinigallinarum
d7L.bin.93	MAG	No	326	1.89	 6,876 	 2,991 	 24,915 	61.71	84.60	0.98	79.70	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter ornithocaccae
d7M.bin.13	MAG	No	174	1.67	 13,250 	 4,560 	 52,998 	38.61	81.37	3.98	61.47	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
d7M.bin.6	MAG	No	222	1.38	 6,967 	 3,266 	 49,837 	39.68	72.01	2.27	60.66	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus urinaeequi
d7M.bin.8	MAG	No	323	2.18	 8,225 	 3,430 	 33,823 	44.15	76.23	0.35	74.48	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C diestrammenae_A
d7N.bin.13	MAG	No	331	1.57	 5,267 	 2,675 	 29,735 	62.12	83.68	0.28	82.28	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d7O.bin.26	MAG	No	47	1.32	 47,456 	 15,706 	 102,515 	34.58	76.78	0.99	71.83	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
HC1013	Isolate	No	250	5.02	 69,567 	 16,952 	 299,089 	44.71	100.00	1.87	90.65	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides johnsonii
HC1015	Isolate	No	28	3.27	 337,686 	 80,532 	 652,253 	40.53	100.00	0.49	97.55	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D gallinarum
HC11	Isolate	Yes	48	3.20	 376,031 	 65,971 	 805,219 	68.67	99.80	0.27	98.45	High-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Kocuria	s__Kocuria marina_A
HC1107	Isolate	Yes	21	4.33	 490,789 	 210,051 	 834,177 	45.88	100.00	0.32	98.40	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus licheniformis
HC1146	Isolate	Yes	153	2.09	 26,015 	 7,479 	 78,244 	38.99	99.99	0.24	98.79	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
HC1151	Isolate	No	64	4.81	 244,975 	 51,881 	 569,462 	45.10	100.00	1.19	94.05	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis
HC1162	Isolate	Yes	41	2.19	 169,744 	 53,516 	 590,090 	63.95	99.98	0.01	99.93	High-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pullorum_B
HC1231	Isolate	Yes	35	3.51	 307,482 	 97,276 	 578,833 	43.53	99.97	0.03	99.82	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__Barnesiella intestinihominis
HC126	Isolate	Yes	40	1.87	 161,622 	 31,840 	 603,992 	38.27	99.83	0.24	98.63	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lapidilactobacillus	s__Lapidilactobacillus dextrinicus
HC1277	Isolate	Yes	118	5.50	 112,571 	 30,898 	 190,095 	42.01	100.00	0.05	99.75	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola dorei
HC128	Isolate	Yes	27	1.85	 296,225 	 124,772 	 366,491 	37.19	99.97	0.04	99.77	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus pentosaceus
HC13	Isolate	Yes	71	5.21	 210,193 	 69,624 	 701,834 	45.22	99.99	0.93	95.34	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis
HC1316	Isolate	Yes	11	2.90	 497,058 	 349,642 	 971,838 	64.58	99.92	0.02	99.82	High-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__Rothia koreensis
HC1323	Isolate	Yes	121	4.43	 88,368 	 17,916 	 324,316 	45.87	100.00	0.01	99.95	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus paralicheniformis
HC1336	Isolate	Yes	89	2.36	 54,758 	 15,937 	 221,804 	29.56	99.53	0.36	97.73	High-quality	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900549465
HC145	Isolate	Yes	40	2.46	 185,269 	 50,561 	 379,832 	31.97	99.99	0.21	98.94	High-quality	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus epidermidis
HC160	Isolate	No	238	5.98	 168,546 	 13,953 	 441,542 	49.24	99.87	4.09	79.42	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
HC173	Isolate	No	75	1.94	 89,020 	 18,522 	 385,247 	32.72	99.99	0.05	99.74	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
HC187	Isolate	No	146	1.97	 28,671 	 6,806 	 137,191 	38.69	99.97	0.63	96.82	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
HC19	Isolate	Yes	73	5.26	 211,078 	 68,723 	 766,414 	43.13	100.00	0.09	99.55	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis_A
