d21J_41163_13	d21J_41163_13	67_rep13_5_rep(pMC524/MBM)_AJ312056.2
d14L_1574_1	d1M_39403_5	2204_tnpA_AB646744.1
d14L_1574_1	d1N_27760_1	2204_tnpA_AB646744.1
d14L_1574_1	d1N_46725_1	2204_tnpA_AB646744.1
d14L_1574_1	d1O_11598_2	2204_tnpA_AB646744.1
d14L_1574_1	d1O_75468_1	2204_tnpA_AB646744.1
d14L_1574_1	d21E_71097_2	2204_tnpA_AB646744.1
d14L_1574_1	d21F_2876_2	2204_tnpA_AB646744.1
d14L_1574_1	d21J_24120_1	2204_tnpA_AB646744.1
d14L_1574_1	d28C_15512_2	2204_tnpA_AB646744.1
d14L_1574_1	d28J_47781_2	2204_tnpA_AB646744.1
d14L_1574_1	d28K_7118_2	2204_tnpA_AB646744.1
d14L_1574_1	d28N_3226_2	2204_tnpA_AB646744.1
d14L_1574_1	d28O_2970_3	2204_tnpA_AB646744.1
d14L_1574_1	d35E_90683_2	2204_tnpA_AB646744.1
d14L_1574_1	d35H_11532_2	2204_tnpA_AB646744.1
d14L_1574_1	d35K_46655_1	2204_tnpA_AB646744.1
d14L_1574_1	d35L_221554_1	2204_tnpA_AB646744.1
d14L_1574_1	d35N_6348_4	2204_tnpA_AB646744.1
d14L_1574_1	d35O_53306_3	2204_tnpA_AB646744.1
d14L_1574_1	d3F_16678_2	2204_tnpA_AB646744.1
d14L_1574_1	d42D_78037_2	2204_tnpA_AB646744.1
d14L_1574_1	d42E_33389_5	2204_tnpA_AB646744.1
d14L_1574_1	d42I_25498_1	2204_tnpA_AB646744.1
d14L_1574_1	d42J_37716_2	2204_tnpA_AB646744.1
d14L_1574_1	d42M_19270_1	2204_tnpA_AB646744.1
d14L_1574_1	d42N_14361_2	2204_tnpA_AB646744.1
d14L_1574_1	d42O_10329_3	2204_tnpA_AB646744.1
d14L_1574_1	d5L_24648_2	2204_tnpA_AB646744.1
d14L_1574_1	d7B_60933_1	2204_tnpA_AB646744.1
d14L_1574_1	d7H_33946_2	2204_tnpA_AB646744.1
d14L_1574_1	d7J_72300_4	2204_tnpA_AB646744.1
d14L_1574_1	d7K_33724_2	2204_tnpA_AB646744.1
d14L_1574_1	HC13_53_1	2204_tnpA_AB646744.1
d21J_8792_1	d21J_8792_1	1233_tnpA_JN208880.1
d21J_8792_1	d14I_36306_5	1233_tnpA_JN208880.1
d21J_8792_1	d14O_14769_1	1233_tnpA_JN208880.1
d21J_8792_1	d21J_78960_1	1233_tnpA_JN208880.1
d21J_8792_1	d35A_33374_2	1233_tnpA_JN208880.1
d21J_8792_1	d35D_11883_1	1233_tnpA_JN208880.1
d21J_8792_1	d35L_167208_12	1233_tnpA_JN208880.1
d21J_8792_1	d3A_1838_2	1233_tnpA_JN208880.1
d21J_8792_1	d3E_48217_2	1233_tnpA_JN208880.1
d21J_8792_1	d3F_3869_2	1233_tnpA_JN208880.1
d21J_8792_1	d3G_2779_2	1233_tnpA_JN208880.1
d21J_8792_1	d3G_20032_56	1233_tnpA_JN208880.1
d21J_8792_1	d3H_4222_1	1233_tnpA_JN208880.1
d21J_8792_1	d3I_636_15	1233_tnpA_JN208880.1
d21J_8792_1	d5B_927_2	1233_tnpA_JN208880.1
d21J_8792_1	d5E_8719_1	1233_tnpA_JN208880.1
d21J_8792_1	d5G_5826_2	1233_tnpA_JN208880.1
d21J_8792_1	d5H_12404_2	1233_tnpA_JN208880.1
d21J_8792_1	d5I_3893_2	1233_tnpA_JN208880.1
d21J_8792_1	d5K_9112_2	1233_tnpA_JN208880.1
d21J_8792_1	d5L_23579_3	1233_tnpA_JN208880.1
d21J_8792_1	d5M_6533_5	1233_tnpA_JN208880.1
d21J_8792_1	d5O_414_3	1233_tnpA_JN208880.1
d21J_8792_1	d7B_3722_2	1233_tnpA_JN208880.1
d21J_8792_1	d7B_54507_1	1233_tnpA_JN208880.1
d21J_8792_1	d7E_52216_1	1233_tnpA_JN208880.1
d21J_8792_1	d7H_21614_2	1233_tnpA_JN208880.1
d21J_8792_1	d7I_19777_1	1233_tnpA_JN208880.1
d21J_8792_1	d7M_4468_1	1233_tnpA_JN208880.1
d21J_8792_1	d3D_17048_3	1233_tnpA_JN208880.1
d21J_8792_1	d28K_9721_1	1233_tnpA_JN208880.1
d21J_8792_1	d35D_11883_2	1233_tnpA_JN208880.1
d21J_8792_1	d35L_167208_13	1233_tnpA_JN208880.1
d21E_145417_1	d21E_145417_1	562_tnpA_HE577112.1
d21E_145417_1	d14B_47275_1	562_tnpA_HE577112.1
d21E_145417_1	d14I_14506_2	562_tnpA_HE577112.1
d21E_145417_1	d1F_23332_84	562_tnpA_HE577112.1
d21E_145417_1	d1I_17777_76	562_tnpA_HE577112.1
d21E_145417_1	d21A_17510_3	562_tnpA_HE577112.1
d21E_145417_1	d21F_3862_2	562_tnpA_HE577112.1
d21E_145417_1	d28F_10990_4	562_tnpA_HE577112.1
d21E_145417_1	d5M_22609_4	562_tnpA_HE577112.1
d21E_145417_1	d7E_88042_1	562_tnpA_HE577112.1
HC567_26_12	HC567_26_12	771_tnpA_ISKpn24_KR822247.1
d14A_2682_6	d14A_2682_6	2738_tnpA_KU743384.1
d14A_2682_6	d14I_781_10	2738_tnpA_KU743384.1
d14A_2682_6	d14N_26279_2	2738_tnpA_KU743384.1
d14A_2682_6	d14O_36244_2	2738_tnpA_KU743384.1
d14A_2682_6	d1I_87869_14	2738_tnpA_KU743384.1
d14A_2682_6	d1M_41272_2	2738_tnpA_KU743384.1
d14A_2682_6	d21A_9527_2	2738_tnpA_KU743384.1
d14A_2682_6	d21F_89813_1	2738_tnpA_KU743384.1
d14A_2682_6	d21J_157222_2	2738_tnpA_KU743384.1
d14A_2682_6	d21N_30731_2	2738_tnpA_KU743384.1
d14A_2682_6	d28A_142061_2	2738_tnpA_KU743384.1
d14A_2682_6	d28B_104169_2	2738_tnpA_KU743384.1
d14A_2682_6	d28D_7077_11	2738_tnpA_KU743384.1
d14A_2682_6	d28E_155741_1	2738_tnpA_KU743384.1
d14A_2682_6	d28F_22154_3	2738_tnpA_KU743384.1
d14A_2682_6	d35D_28609_19	2738_tnpA_KU743384.1
d14A_2682_6	d35K_16223_1	2738_tnpA_KU743384.1
d14A_2682_6	d35M_6676_2	2738_tnpA_KU743384.1
d14A_2682_6	d35N_8771_7	2738_tnpA_KU743384.1
d14A_2682_6	d35O_58014_3	2738_tnpA_KU743384.1
d14A_2682_6	d3A_21570_1	2738_tnpA_KU743384.1
d14A_2682_6	d3I_4824_28	2738_tnpA_KU743384.1
d14A_2682_6	d3N_47432_2	2738_tnpA_KU743384.1
d14A_2682_6	d3O_23674_4	2738_tnpA_KU743384.1
d14A_2682_6	d42C_1531_2	2738_tnpA_KU743384.1
d14A_2682_6	d5L_15080_2	2738_tnpA_KU743384.1
d14A_2682_6	d7E_9511_4	2738_tnpA_KU743384.1
d14A_2682_6	d7F_2258_22	2738_tnpA_KU743384.1
d14A_2682_6	d7J_67115_2	2738_tnpA_KU743384.1
d14A_2682_6	HC160_173_1	2738_tnpA_KU743384.1
d14A_2682_6	HC47_190_1	2738_tnpA_KU743384.1
d14A_2682_6	HC966_134_2	2738_tnpA_KU743384.1
d14B_133315_1	d14B_133315_1	36_rep7_13_rep(pSBK203)_U35036.1
d14B_133315_1	d14N_19016_1	36_rep7_13_rep(pSBK203)_U35036.1
d14B_133315_1	d21F_114630_1	36_rep7_13_rep(pSBK203)_U35036.1
d14B_133315_1	d21K_84763_1	36_rep7_13_rep(pSBK203)_U35036.1
d14B_133315_1	d28D_11004_2	36_rep7_13_rep(pSBK203)_U35036.1
d14B_133315_1	d7E_51347_1	36_rep7_13_rep(pSBK203)_U35036.1
d14B_36331_2	d14B_36331_2	856_tnpA_U05888.2
d14B_36331_2	d14L_34159_382	856_tnpA_U05888.2
d14B_36331_2	d21E_10269_1	856_tnpA_U05888.2
d35L_60638_3	d35L_60638_3	197_p0111_1__AP010962
d35L_60638_3	d14A_7161_3	197_p0111_1__AP010962
d35L_60638_3	d14C_6987_1	197_p0111_1__AP010962
d35L_60638_3	d14D_3356_2	197_p0111_1__AP010962
d35L_60638_3	d14I_76559_5	197_p0111_1__AP010962
d35L_60638_3	d1I_1696_7	197_p0111_1__AP010962
d35L_60638_3	d21A_48072_21	197_p0111_1__AP010962
d35L_60638_3	d21J_71620_57	197_p0111_1__AP010962
d35L_60638_3	d21K_39972_33	197_p0111_1__AP010962
d35L_60638_3	d28E_171250_1	197_p0111_1__AP010962
d35L_60638_3	d28K_4381_5	197_p0111_1__AP010962
d35L_60638_3	d28N_14965_27	197_p0111_1__AP010962
d35L_60638_3	d35N_18648_10	197_p0111_1__AP010962
d35L_60638_3	d3I_4824_18	197_p0111_1__AP010962
d35L_60638_3	d7E_61133_4	197_p0111_1__AP010962
d35L_60638_3	HC160_21_82	197_p0111_1__AP010962
d3J_11000_2	d3J_11000_2	2640_Tn916-orf14_KC414929
d21L_29753_1	d21L_29753_1	2196_tnpA_FJ859895.1
d3I_16971_3	d3I_16971_3	2756_tnpA_KX810026.1
d14M_32846_1	d14M_32846_1	729_tnpA_LC155908.1
d14M_32846_1	d14A_3501_1	729_tnpA_LC155908.1
d14M_32846_1	d14B_65501_2	729_tnpA_LC155908.1
d14M_32846_1	d14C_1717_1	729_tnpA_LC155908.1
d14M_32846_1	d14D_9157_1	729_tnpA_LC155908.1
d14M_32846_1	d14G_7235_1	729_tnpA_LC155908.1
d14M_32846_1	d14I_95248_5	729_tnpA_LC155908.1
d14M_32846_1	d14K_6181_1	729_tnpA_LC155908.1
d14M_32846_1	d14L_8214_2	729_tnpA_LC155908.1
d14M_32846_1	d14N_6551_1	729_tnpA_LC155908.1
d14M_32846_1	d14O_4767_1	729_tnpA_LC155908.1
d14M_32846_1	d1F_21857_9	729_tnpA_LC155908.1
d14M_32846_1	d1G_63491_2	729_tnpA_LC155908.1
d14M_32846_1	d1I_21369_2	729_tnpA_LC155908.1
d14M_32846_1	d1M_42413_3	729_tnpA_LC155908.1
d14M_32846_1	d21A_62118_1	729_tnpA_LC155908.1
d14M_32846_1	d21B_22332_6	729_tnpA_LC155908.1
d14M_32846_1	d21C_10688_7	729_tnpA_LC155908.1
d14M_32846_1	d21E_192111_1	729_tnpA_LC155908.1
d14M_32846_1	d21F_33366_1	729_tnpA_LC155908.1
d14M_32846_1	d21G_6230_2	729_tnpA_LC155908.1
d14M_32846_1	d21J_193274_1	729_tnpA_LC155908.1
d14M_32846_1	d21L_7304_2	729_tnpA_LC155908.1
d14M_32846_1	d21M_12284_5	729_tnpA_LC155908.1
d14M_32846_1	d21N_8125_2	729_tnpA_LC155908.1
d14M_32846_1	d21O_37451_1	729_tnpA_LC155908.1
d14M_32846_1	d28A_148965_1	729_tnpA_LC155908.1
d14M_32846_1	d28B_53109_1	729_tnpA_LC155908.1
d14M_32846_1	d28C_115371_1	729_tnpA_LC155908.1
d14M_32846_1	d28D_11464_1	729_tnpA_LC155908.1
d14M_32846_1	d28E_6353_8	729_tnpA_LC155908.1
d14M_32846_1	d28F_7592_1	729_tnpA_LC155908.1
d14M_32846_1	d28J_37093_5	729_tnpA_LC155908.1
d14M_32846_1	d28K_26756_1	729_tnpA_LC155908.1
d14M_32846_1	d28M_12765_8	729_tnpA_LC155908.1
d14M_32846_1	d28O_33397_1	729_tnpA_LC155908.1
d14M_32846_1	d35A_15338_1	729_tnpA_LC155908.1
d14M_32846_1	d35B_4285_1	729_tnpA_LC155908.1
d14M_32846_1	d35E_83779_1	729_tnpA_LC155908.1
d14M_32846_1	d35H_65551_2	729_tnpA_LC155908.1
d14M_32846_1	d35J_70433_1	729_tnpA_LC155908.1
d14M_32846_1	d35K_4425_1	729_tnpA_LC155908.1
d14M_32846_1	d35N_22462_1	729_tnpA_LC155908.1
d14M_32846_1	d35O_144238_2	729_tnpA_LC155908.1
d14M_32846_1	d3B_14117_2	729_tnpA_LC155908.1
d14M_32846_1	d3D_12099_1	729_tnpA_LC155908.1
d14M_32846_1	d3E_50497_2	729_tnpA_LC155908.1
d14M_32846_1	d3F_59204_2	729_tnpA_LC155908.1
d14M_32846_1	d3I_34063_1	729_tnpA_LC155908.1
d14M_32846_1	d3J_22521_1	729_tnpA_LC155908.1
d14M_32846_1	d3L_16506_1	729_tnpA_LC155908.1
d14M_32846_1	d3N_17581_1	729_tnpA_LC155908.1
d14M_32846_1	d3O_25445_2	729_tnpA_LC155908.1
d14M_32846_1	d42A_813_1	729_tnpA_LC155908.1
d14M_32846_1	d42B_87210_4	729_tnpA_LC155908.1
d14M_32846_1	d42D_24111_2	729_tnpA_LC155908.1
d14M_32846_1	d42D_203570_7	729_tnpA_LC155908.1
d14M_32846_1	d42E_148033_1	729_tnpA_LC155908.1
d14M_32846_1	d42H_8214_1	729_tnpA_LC155908.1
d14M_32846_1	d42I_149468_2	729_tnpA_LC155908.1
d14M_32846_1	d42J_1436_2	729_tnpA_LC155908.1
d14M_32846_1	d42L_17184_1	729_tnpA_LC155908.1
d14M_32846_1	d42M_11177_2	729_tnpA_LC155908.1
d14M_32846_1	d42N_18333_1	729_tnpA_LC155908.1
d14M_32846_1	d42N_35185_2	729_tnpA_LC155908.1
d14M_32846_1	d42O_99601_1	729_tnpA_LC155908.1
d14M_32846_1	d5B_7933_2	729_tnpA_LC155908.1
d14M_32846_1	d5E_7900_2	729_tnpA_LC155908.1
d14M_32846_1	d5G_22107_2	729_tnpA_LC155908.1
d14M_32846_1	d5H_2612_2	729_tnpA_LC155908.1
d14M_32846_1	d5I_2826_6	729_tnpA_LC155908.1
d14M_32846_1	d5J_6095_1	729_tnpA_LC155908.1
d14M_32846_1	d5K_12045_2	729_tnpA_LC155908.1
d14M_32846_1	d5L_20606_1	729_tnpA_LC155908.1
d14M_32846_1	d5M_30098_1	729_tnpA_LC155908.1
d14M_32846_1	d5O_10191_2	729_tnpA_LC155908.1
d14M_32846_1	d7A_4267_1	729_tnpA_LC155908.1
d14M_32846_1	d7B_117244_6	729_tnpA_LC155908.1
d14M_32846_1	d7E_7880_6	729_tnpA_LC155908.1
d14M_32846_1	d7H_51076_4	729_tnpA_LC155908.1
d14M_32846_1	d7J_53619_1	729_tnpA_LC155908.1
d14M_32846_1	d7K_52417_1	729_tnpA_LC155908.1
d14M_32846_1	d7L_101411_2	729_tnpA_LC155908.1
d14M_32846_1	d7M_14723_1	729_tnpA_LC155908.1
d14M_32846_1	d7N_38714_5	729_tnpA_LC155908.1
d14M_32846_1	d7N_38714_6	729_tnpA_LC155908.1
d14M_32846_1	d7O_5375_1	729_tnpA_LC155908.1
d14M_32846_1	HC567_59_1	729_tnpA_LC155908.1
d14M_32846_1	HC997_93_1	729_tnpA_LC155908.1
d14M_32846_1	d35B_4285_2	729_tnpA_LC155908.1
d14M_32846_1	d42C_4050_1	729_tnpA_LC155908.1
d21M_37675_3	d21M_37675_3	105_rep21_3_pS0385-3_AM990995.1
d14B_102405_2	d14B_102405_2	868_tnpA_JX077110.1
d14B_102405_2	d14D_20160_3	868_tnpA_JX077110.1
d14B_102405_2	d14I_67180_2	868_tnpA_JX077110.1
d14B_102405_2	d14N_26317_2	868_tnpA_JX077110.1
d14B_102405_2	d14O_41059_1	868_tnpA_JX077110.1
d14B_102405_2	d1M_1545_5	868_tnpA_JX077110.1
d14B_102405_2	d21A_59283_2	868_tnpA_JX077110.1
d14B_102405_2	d21C_6761_2	868_tnpA_JX077110.1
d14B_102405_2	d21E_140368_2	868_tnpA_JX077110.1
d14B_102405_2	d21F_88838_2	868_tnpA_JX077110.1
d14B_102405_2	d21J_30297_9	868_tnpA_JX077110.1
d14B_102405_2	d21K_9507_2	868_tnpA_JX077110.1
d14B_102405_2	d21O_33192_2	868_tnpA_JX077110.1
d14B_102405_2	d28C_101398_2	868_tnpA_JX077110.1
d14B_102405_2	d28E_19104_2	868_tnpA_JX077110.1
d14B_102405_2	d35D_1252_2	868_tnpA_JX077110.1
d14B_102405_2	d35D_14929_4	868_tnpA_JX077110.1
d14B_102405_2	d35M_21593_2	868_tnpA_JX077110.1
d14B_102405_2	d35M_3749_4	868_tnpA_JX077110.1
d14B_102405_2	d35N_9489_2	868_tnpA_JX077110.1
d14B_102405_2	d35O_136752_4	868_tnpA_JX077110.1
d14B_102405_2	d42D_99819_4	868_tnpA_JX077110.1
d14B_102405_2	d42M_47613_4	868_tnpA_JX077110.1
d14B_102405_2	d42N_30652_3	868_tnpA_JX077110.1
d14B_102405_2	d7E_646_2	868_tnpA_JX077110.1
d14B_102405_2	d7F_12311_2	868_tnpA_JX077110.1
d14B_102405_2	d7J_39175_2	868_tnpA_JX077110.1
d14B_102405_2	HC160_10_153	868_tnpA_JX077110.1
d14B_102405_2	HC966_115_2	868_tnpA_JX077110.1
d14B_102405_2	d28K_15628_15	868_tnpA_JX077110.1
d14B_102405_2	d35O_113119_1	868_tnpA_JX077110.1
d14B_102405_3	d14B_102405_3	790_tnpA_GU371929.1
d14B_102405_3	d14D_20160_2	790_tnpA_GU371929.1
d14B_102405_3	d14I_67180_3	790_tnpA_GU371929.1
d14B_102405_3	d14L_19892_1	790_tnpA_GU371929.1
d14B_102405_3	d14N_26317_3	790_tnpA_GU371929.1
d14B_102405_3	d14O_41059_2	790_tnpA_GU371929.1
d14B_102405_3	d1M_1545_4	790_tnpA_GU371929.1
d14B_102405_3	d21J_30297_10	790_tnpA_GU371929.1
d14B_102405_3	d21K_9507_3	790_tnpA_GU371929.1
d14B_102405_3	d21M_21907_2	790_tnpA_GU371929.1
d14B_102405_3	d21O_33192_1	790_tnpA_GU371929.1
d14B_102405_3	d28B_87941_2	790_tnpA_GU371929.1
d14B_102405_3	d28C_101398_3	790_tnpA_GU371929.1
d14B_102405_3	d35O_139563_1	790_tnpA_GU371929.1
d14B_102405_3	d3O_26863_2	790_tnpA_GU371929.1
d14B_102405_3	d42C_21451_2	790_tnpA_GU371929.1
d14B_102405_3	d42D_99819_3	790_tnpA_GU371929.1
d14B_102405_3	d42L_7314_1	790_tnpA_GU371929.1
d14B_102405_3	d42L_33882_2	790_tnpA_GU371929.1
d14B_102405_3	d42M_47613_3	790_tnpA_GU371929.1
d14B_102405_3	d42N_30652_2	790_tnpA_GU371929.1
d14B_102405_3	d7E_646_1	790_tnpA_GU371929.1
d14B_102405_3	d7J_39175_1	790_tnpA_GU371929.1
d14B_102405_3	HC160_10_157	790_tnpA_GU371929.1
d14B_102405_3	HC966_115_3	790_tnpA_GU371929.1
d14B_102405_3	d3C_1639_5	790_tnpA_GU371929.1
d14B_102405_3	d21K_39509_6	790_tnpA_GU371929.1
d14B_102405_3	HC47_127_4	790_tnpA_GU371929.1
d14B_102405_3	HC966_55_3	790_tnpA_GU371929.1
d14B_102405_3	d35O_55234_14	790_tnpA_GU371929.1
d14B_102405_3	d3L_17437_1	790_tnpA_GU371929.1
d14B_102405_3	d7K_62753_1	790_tnpA_GU371929.1
d14B_102405_3	d42M_22616_2	790_tnpA_GU371929.1
d14B_102405_3	d42N_66462_2	790_tnpA_GU371929.1
d14B_102405_3	d14O_27593_4	790_tnpA_GU371929.1
d14B_102405_3	d1I_19430_16	790_tnpA_GU371929.1
d14B_102405_3	d21A_62607_7	790_tnpA_GU371929.1
d14B_102405_3	d21J_157222_4	790_tnpA_GU371929.1
d14B_102405_3	d28K_24766_4	790_tnpA_GU371929.1
d14B_102405_3	d28N_3593_16	790_tnpA_GU371929.1
d14B_102405_3	d3I_20695_12	790_tnpA_GU371929.1
d14I_72398_4	d14I_72398_4	2546_tnpA_KJ507131.1
d14I_72398_4	d21A_36256_2	2546_tnpA_KJ507131.1
d14I_72398_4	d21F_79979_2	2546_tnpA_KJ507131.1
d14I_72398_4	d21J_112682_2	2546_tnpA_KJ507131.1
d14I_72398_4	d35A_27670_2	2546_tnpA_KJ507131.1
d14I_72398_4	d35D_22854_4	2546_tnpA_KJ507131.1
d14I_72398_4	d35J_67192_2	2546_tnpA_KJ507131.1
d14I_72398_4	d35L_103420_2	2546_tnpA_KJ507131.1
d14I_72398_4	d35M_17342_1	2546_tnpA_KJ507131.1
d14I_72398_4	d35O_48565_2	2546_tnpA_KJ507131.1
d14I_72398_4	d3A_9201_4	2546_tnpA_KJ507131.1
d14I_72398_4	d3E_38437_2	2546_tnpA_KJ507131.1
d14I_72398_4	d3F_49223_4	2546_tnpA_KJ507131.1
d14I_72398_4	d3G_33105_2	2546_tnpA_KJ507131.1
d14I_72398_4	d3I_20664_3	2546_tnpA_KJ507131.1
d14I_72398_4	d3J_28054_4	2546_tnpA_KJ507131.1
d14I_72398_4	d3L_20906_3	2546_tnpA_KJ507131.1
d14I_72398_4	d3N_173_2	2546_tnpA_KJ507131.1
d14I_72398_4	d5B_5273_3	2546_tnpA_KJ507131.1
d14I_72398_4	d7B_107014_1	2546_tnpA_KJ507131.1
d14I_72398_4	d7E_80056_5	2546_tnpA_KJ507131.1
d14I_72398_4	d7M_32699_2	2546_tnpA_KJ507131.1
d14I_72398_4	d7O_15184_2	2546_tnpA_KJ507131.1
d14I_72398_4	HC533_36_2	2546_tnpA_KJ507131.1
d14A_9982_4	d14A_9982_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d14B_39658_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d14I_28927_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d14J_92530_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d14K_35439_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d14M_18898_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d14N_19989_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d14O_19198_11	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d1D_40714_6	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21A_7399_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21C_4507_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21E_72829_3	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21F_47424_2	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21G_10552_2	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21J_207592_3	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21K_83642_3	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21L_43136_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21M_2517_7	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d21N_27582_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d28C_3472_2	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d28D_4520_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d28L_21086_6	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35A_41100_11	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35B_24712_3	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35C_19681_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35D_21330_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35H_87486_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35J_80684_6	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35L_141563_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35M_7134_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35N_31744_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d35O_200680_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3A_21946_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3B_4623_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3D_2704_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3E_19086_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3F_20014_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3G_24295_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3H_1286_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3I_5920_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3J_7508_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3L_5583_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3N_1089_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d3O_27220_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d42D_117447_3	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d42E_59596_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5B_6723_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5E_2448_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5G_6951_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5H_13099_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5I_3476_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5J_6937_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5K_693_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5L_9599_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5M_29495_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d5O_4731_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7A_6963_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7B_15762_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7E_68688_3	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7H_52493_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7I_13481_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7K_66649_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7L_83890_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7M_32113_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7N_3236_3	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	d7O_40617_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	HC163_72_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	HC168_80_2	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	HC192_71_1	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	HC254_47_5	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
d14A_9982_4	HC257_71_10	7_rep2_1_ORF(E.faeciumContig1183)_JDOE
